Time,X,Y,InOpen,InClosed
68.6,-21.2143,-0.360091,0,1
68.64,-21.2015,-0.362747,0,1
68.68,-21.2495,-0.361123,0,1
68.72,-21.3461,-0.332139,0,1
68.76,-21.5019,-0.317276,0,1
68.8,-21.6501,-0.317393,0,1
68.84,-22.0088,-0.30714,0,1
68.88,-22.4091,-0.293495,0,1
68.92,-22.781,-0.262136,0,1
68.96,-23.1604,-0.19859,0,1
69,-23.5444,-0.12927,0,1
69.04,-23.9168,-0.0112589,0,1
69.08,-24.3112,0.121715,0,1
69.12,-24.652,0.411828,0,1
69.16,-25.1571,0.651781,0,1
69.2,-25.766,0.85509,0,1
69.24,-26.5161,1.00042,0,1
69.28,-27.4285,1.10204,0,1
69.32,-28.4789,1.13778,0,1
69.36,-29.7828,1.12423,0,1
69.4,-30.8972,1.0951,0,1
69.44,-32.0652,1.01696,0,1
69.48,-33.2112,0.882437,0,1
69.52,-34.2894,0.658542,0,1
69.56,-34.8523,0.554987,0,1
69.6,-35.5373,0.354318,0,1
69.64,-36.261,0.181918,0,1
69.68,-36.6737,0.101838,0,1
69.72,-37.1335,0.0970195,0,1
69.76,-37.3519,0.128847,0,1
69.8,-37.59,0.183394,0,1
69.84,-37.8113,0.419457,0,1
69.88,-37.9457,0.593597,0,1
69.92,-37.995,0.762073,0,1
69.96,-37.9486,0.926846,0,1
70,-37.9803,1.09978,0,1
70.04,-38.0113,1.23558,0,1
70.08,-37.9968,1.32908,0,1
70.12,-38.071,1.37244,0,1
70.16,-38.1131,1.40958,0,1
70.2,-38.1201,1.42388,0,1
70.24,-38.1145,1.44846,0,1
70.28,-38.1509,1.42315,0,1
70.32,-38.1579,1.38731,0,1
70.36,-38.073,1.44658,0,1
70.4,-37.9537,1.48719,0,1
70.44,-37.7167,1.39451,0,1
70.48,-37.5786,1.3377,0,1
70.52,-37.4281,1.24481,0,1
70.56,-37.2631,1.12433,0,1
70.6,-37.1743,1.06245,0,1
70.64,-37.0596,0.958309,0,1
70.68,-36.9511,0.906316,0,1
70.72,-36.8901,0.870886,0,1
70.76,-36.8741,0.860323,0,1
70.8,-36.8589,0.848652,0,1
70.84,-36.857,0.891854,0,1
70.88,-36.899,0.946422,0,1
70.92,-36.8977,0.982433,0,1
70.96,-36.925,1.04273,0,1
71,-36.9486,1.08101,0,1
71.04,-36.9966,1.10644,0,1
71.08,-37.0092,1.13072,0,1
71.12,-36.9851,1.16376,0,1
71.16,-36.9795,1.16545,0,1
71.2,-37.0051,1.18562,0,1
71.24,-37.0301,1.15611,0,1
71.28,-37.163,1.12746,0,1
71.32,-37.2398,1.07258,0,1
71.36,-37.21,1.10813,0,1
71.4,-37.225,1.16045,0,1
71.44,-37.2199,1.23221,0,1
71.48,-37.2517,1.34062,0,1
71.52,-37.1994,1.46616,0,1
71.56,-37.1792,1.53434,0,1
71.6,-37.1669,1.60169,0,1
71.64,-37.3445,1.73691,0,1
71.68,-37.5882,1.83092,0,1
71.72,-37.8737,1.84415,0,1
71.76,-38.2089,1.61805,0,1
71.8,-38.4313,1.41266,0,1
71.84,-38.6534,1.11687,0,1
71.88,-38.8227,0.882363,0,1
71.92,-38.9762,0.686348,0,1
71.96,-39.1964,0.534618,0,1
72,-39.2883,0.483076,0,1
72.04,-39.4323,0.454637,0,1
72.08,-39.5818,0.491139,0,1
72.12,-39.7504,0.542137,0,1
72.16,-39.9258,0.617488,0,1
72.2,-40.0708,0.676292,0,1
72.24,-40.2701,0.731064,0,1
72.28,-40.4088,0.803159,0,1
72.32,-40.6768,0.87312,0,1
72.36,-40.6561,0.885153,0,1
72.4,-40.7352,0.842208,0,1
72.44,-40.9775,0.718469,0,1
72.48,-41.1401,0.536371,0,1
72.52,-41.2321,0.395172,0,1
72.56,-41.2667,0.276429,0,1
72.6,-41.298,0.196258,0,1
72.64,-41.264,0.136249,0,1
72.68,-41.0919,0.063432,0,1
72.72,-41.0189,0.0350697,0,1
72.76,-41.0442,0.0356624,0,1
72.8,-40.9831,-0.018211,0,1
72.84,-40.7493,-0.0883391,0,1
72.88,-40.6035,-0.194012,0,1
72.92,-40.4137,-0.318286,0,1
72.96,-40.152,-0.463815,0,1
73,-39.929,-0.556506,0,1
73.04,-39.7971,-0.475208,0,1
73.08,-40.4577,-0.20845,0,1
73.12,-40.4904,-0.0358052,0,1
73.16,-40.2079,0.0959504,0,1
73.2,-39.196,0.0228328,0,1
73.24,-38.6126,0.0186345,0,1
73.28,-38.884,0.16691,0,1
73.32,-37.8843,-0.079877,0,1
73.36,-37.4959,-0.150368,0,1
73.4,-37.1667,-0.215704,0,1
73.44,-36.8801,-0.267236,0,1
73.48,-37.5094,-0.08491,0,1
73.52,-36.8954,-0.214195,0,1
73.56,-36.8205,-0.224084,0,1
73.6,-36.7721,-0.215066,0,1
73.64,-36.7339,-0.157661,0,1
73.68,-36.6952,-0.140269,0,1
73.72,-36.659,-0.109272,0,1
73.76,-36.6817,-0.0567266,0,1
73.8,-36.713,-0.0643361,0,1
73.84,-36.687,-0.101994,0,1
73.88,-36.708,-0.193466,0,1
73.92,-36.6296,-0.247816,0,1
73.96,-36.6337,-0.308414,0,1
74,-36.5298,-0.441769,0,1
74.04,-36.4152,-0.564217,0,1
74.08,-35.8333,-1.11108,0,1
74.12,-35.7127,-1.40177,0,1
74.16,-35.6524,-1.56977,0,1
74.2,-35.7858,-1.70068,0,1
74.24,-35.8575,-1.75553,0,1
74.28,-35.9872,-1.69638,0,1
74.32,-37.3279,-1.03421,0,1
74.36,-37.6194,-0.47842,0,1
74.4,-37.1106,-0.23853,0,1
74.44,-36.9549,0.222339,0,1
74.48,-36.6746,0.506111,0,1
74.52,-37.0404,0.935674,0,1
74.56,-36.9572,1.10504,0,1
74.6,-36.9329,1.22831,0,1
74.64,-36.3395,1.00517,0,1
74.68,-36.1572,0.763014,0,1
74.72,-36.7746,0.796191,0,1
74.76,-36.2296,0.500203,0,1
74.8,-36.1521,0.436297,0,1
74.84,-36.0943,0.305379,0,1
74.88,-36.1455,0.259731,0,1
74.92,-36.2366,0.233548,0,1
74.96,-36.3638,0.195508,0,1
75,-36.5005,0.161821,0,1
75.04,-36.5391,0.105762,0,1
75.08,-36.5748,0.0596455,0,1
75.12,-36.6186,0.0461252,0,1
75.16,-36.718,-0.0202085,0,1
75.2,-36.8265,-0.0520152,0,1
75.24,-36.8337,-0.0951421,0,1
75.28,-36.6601,-0.328201,0,1
75.32,-36.7306,-0.290925,0,1
75.36,-36.7509,-0.282728,0,1
75.4,-36.7867,-0.243257,0,1
75.44,-36.8191,-0.167808,0,1
75.48,-36.979,-0.056942,0,1
75.52,-37.0265,0.0531437,0,1
75.56,-37.065,0.125717,0,1
75.6,-37.1423,0.17306,0,1
75.64,-37.1479,0.190034,0,1
75.68,-37.0949,0.173321,0,1
75.72,-37.0926,0.148875,0,1
75.76,-37.6124,0.407289,0,1
75.8,-37.5838,0.543857,0,1
75.84,-37.4198,0.795831,0,1
75.88,-37.0885,1.11589,0,1
75.92,-36.7001,1.43379,0,1
75.96,-36.2825,1.60794,0,1
76,-35.9717,1.71382,0,1
76.04,-35.6914,1.72088,0,1
76.08,-35.3944,1.63708,0,1
76.12,-35.116,1.59999,0,1
76.16,-34.7573,1.51524,0,1
76.2,-34.4077,1.42169,0,1
76.24,-34.0206,1.41658,0,1
76.28,-33.5521,1.41173,0,1
76.32,-32.9611,1.54998,0,1
76.36,-32.1586,1.72879,0,1
76.4,-31.4857,1.88872,0,1
76.44,-30.8295,2.01377,0,1
76.48,-30.2434,2.0557,0,1
76.52,-29.6932,1.98809,0,1
76.56,-29.1162,1.8785,0,1
76.6,-28.8391,1.82746,0,1
76.64,-28.3533,1.67947,0,1
76.68,-27.9848,1.5723,0,1
76.72,-27.6201,1.59676,0,1
76.76,-27.1261,1.89134,0,1
76.8,-26.5894,1.95446,0,1
76.84,-26.039,2.17983,0,1
76.88,-25.5484,2.25691,0,1
76.92,-25.1877,2.04687,0,1
76.96,-24.7022,1.84145,0,1
77,-24.2218,1.4162,0,1
77.04,-23.5671,1.18683,0,1
77.08,-22.8415,0.828742,0,1
77.12,-21.958,0.654034,0,1
77.16,-21.0826,0.513879,0,1
77.2,-20.1316,0.380912,0,1
77.24,-19.2913,0.462659,0,1
77.28,-18.3096,0.464402,0,1
77.32,-17.4367,0.606993,0,1
77.36,-16.3937,0.975238,0,1
77.4,-15.5383,1.38747,0,1
77.44,-14.943,1.65503,0,1
77.48,-14.4791,1.92132,0,1
77.52,-14.1547,2.11115,0,1
77.56,-13.9987,2.23209,0,1
77.6,-13.6977,2.28886,0,1
77.64,-13.6023,2.28468,0,1
77.68,-13.4418,2.22756,0,1
77.72,-13.295,2.15157,0,1
77.76,-13.182,2.02959,0,1
77.8,-13.0623,1.94166,0,1
77.84,-12.8773,1.88085,0,1
77.88,-12.7798,1.82824,0,1
77.92,-12.6883,1.81048,0,1
77.96,-12.5875,1.80725,0,1
78,-12.5388,1.83726,0,1
78.04,-12.4879,1.87448,0,1
78.08,-12.453,1.91179,0,1
78.12,-12.3024,1.97011,0,1
78.16,-12.2089,1.99073,0,1
78.2,-12.1953,1.99808,0,1
78.24,-12.0715,2.00936,0,1
78.28,-12.0274,2.01065,0,1
78.32,-12.0088,2.01234,0,1
78.36,-12.0032,2.00696,0,1
78.4,-12.039,1.98855,0,1
78.44,-12.1724,1.98811,0,1
78.48,-12.3005,1.98418,0,1
78.52,-12.4451,1.97185,0,1
78.56,-12.5571,1.97774,0,1
78.6,-12.6308,1.9776,0,1
78.64,-12.7196,1.96121,0,1
78.68,-12.7964,1.95754,0,1
78.72,-12.8739,1.92821,0,1
78.76,-12.978,1.85058,0,1
78.8,-13.0954,1.76638,0,1
78.84,-13.23,1.69094,0,1
78.88,-13.3232,1.64224,0,1
78.92,-13.3976,1.58886,0,1
78.96,-13.4722,1.54408,0,1
79,-13.4951,1.52379,0,1
79.04,-13.4705,1.50451,0,1
79.08,-13.3761,1.40551,0,1
79.12,-13.2113,1.44788,0,1
79.16,-13.0495,1.58859,0,1
79.2,-12.9193,1.65469,0,1
79.24,-12.8434,1.70595,0,1
79.28,-12.7618,1.74764,0,1
79.32,-12.7103,1.77015,0,1
79.36,-12.6081,1.77615,0,1
79.4,-12.5079,1.77912,0,1
79.44,-12.3993,1.76119,0,1
79.48,-12.2719,1.76449,0,1
79.52,-12.1641,1.76741,0,1
79.56,-12.1078,1.76138,0,1
79.6,-12.0387,1.72348,0,1
79.64,-11.9564,1.71227,0,1
79.68,-11.9057,1.76565,0,1
79.72,-11.843,1.79834,0,1
79.76,-11.8114,1.81719,0,1
79.8,-11.7832,1.85092,0,1
79.84,-11.7963,1.86683,0,1
79.88,-11.8593,1.88303,0,1
79.92,-11.9865,1.86757,0,1
79.96,-12.104,1.76594,0,1
80,-12.2422,1.67305,0,1
80.04,-12.4325,1.67134,0,1
80.08,-12.6308,1.61196,0,1
80.12,-12.8011,1.56122,0,1
80.16,-12.9357,1.41961,0,1
80.2,-13.0373,1.3709,0,1
80.24,-13.0612,1.34083,0,1
80.28,-12.9836,1.35381,0,1
80.32,-12.9079,1.40328,0,1
80.36,-12.8146,1.48789,0,1
80.4,-12.7668,1.60538,0,1
80.44,-12.6989,1.67916,0,1
80.48,-12.6251,1.76084,0,1
80.52,-12.4921,1.83379,0,1
80.56,-12.4368,1.87509,0,1
80.6,-12.3968,1.90149,0,1
80.64,-12.3341,1.8807,0,1
80.68,-12.3013,1.88054,0,1
80.72,-12.2733,1.85217,0,1
80.76,-12.2365,1.82187,0,1
80.8,-12.2126,1.80906,0,1
80.84,-12.1751,1.82937,0,1
80.88,-12.1147,1.88927,0,1
80.92,-12.1482,1.94135,0,1
80.96,-12.1085,2.06784,0,1
81,-12.1204,2.19545,0,1
81.04,-12.1446,2.25897,0,1
81.08,-12.1964,2.27661,0,1
81.12,-12.239,2.26405,0,1
81.16,-12.2785,2.22785,0,1
81.2,-12.325,2.21725,0,1
81.24,-12.3309,2.20878,0,1
81.28,-12.3354,2.2329,0,1
81.32,-12.3444,2.2575,0,1
81.36,-12.3322,2.29594,0,1
81.4,-12.3351,2.35365,0,1
81.44,-12.3168,2.4293,0,1
81.48,-12.3459,2.47515,0,1
81.52,-12.3874,2.47645,0,1
81.56,-12.4187,2.48749,0,1
81.6,-12.496,2.38776,0,1
81.64,-12.6575,2.16763,0,1
81.68,-12.9196,1.92404,0,1
81.72,-13.194,1.75335,0,1
81.76,-13.4132,1.69258,0,1
81.8,-13.5732,1.64504,0,1
81.84,-13.7273,1.602,0,1
81.88,-13.8202,1.57714,0,1
81.92,-13.8813,1.45736,0,1
81.96,-13.9513,1.36039,0,1
82,-14.0762,1.2926,0,1
82.04,-14.1466,1.26312,0,1
82.08,-14.2311,1.23043,0,1
82.12,-14.1582,1.27306,0,1
82.16,-14.0273,1.27971,0,1
82.2,-13.8721,1.30938,0,1
82.24,-13.7332,1.45708,0,1
82.28,-13.6163,1.51552,0,1
82.32,-13.4644,1.58443,0,1
82.36,-13.374,1.63236,0,1
82.4,-13.2732,1.6737,0,1
82.44,-13.2187,1.68717,0,1
82.48,-13.2152,1.69478,0,1
82.52,-13.2081,1.69629,0,1
82.56,-13.1756,1.67164,0,1
82.6,-13.173,1.65898,0,1
82.64,-13.1496,1.61893,0,1
82.68,-13.0939,1.56054,0,1
82.72,-13.0769,1.37825,0,1
82.76,-12.9816,1.18143,0,1
82.8,-12.9211,1.00631,0,1
82.84,-12.9175,0.889185,0,1
82.88,-12.8722,0.78478,0,1
82.92,-12.7851,0.674381,0,1
82.96,-12.7632,0.60113,0,1
83,-12.7315,0.534307,0,1
83.04,-12.7815,0.504852,0,1
83.08,-12.9074,0.5231,0,1
83.12,-13.026,0.560316,0,1
83.16,-13.1566,0.646835,0,1
83.2,-13.2743,0.753454,0,1
83.24,-13.4307,0.877706,0,1
83.28,-13.5667,0.999099,0,1
83.32,-13.707,1.11534,0,1
83.36,-13.8621,1.23569,0,1
83.4,-14.0413,1.32581,0,1
83.44,-14.2087,1.40315,0,1
83.48,-14.3558,1.45028,0,1
83.52,-14.5017,1.46641,0,1
83.56,-14.5765,1.47581,0,1
83.6,-14.6677,1.49537,0,1
83.64,-14.7643,1.50849,0,1
83.68,-14.9129,1.52369,0,1
83.72,-15.1108,1.51984,0,1
83.76,-15.3767,1.50486,0,1
83.8,-15.9597,1.43729,0,1
83.84,-16.6019,1.42482,0,1
83.88,-17.093,1.41624,0,1
83.92,-17.5036,1.44111,0,1
83.96,-17.8777,1.48229,0,1
84,-18.1578,1.53498,0,1
84.04,-18.3748,1.6009,0,1
84.08,-18.5268,1.62576,0,1
84.12,-18.6756,1.65677,0,1
84.16,-18.8206,1.6545,0,1
84.2,-18.9635,1.64689,0,1
84.24,-19.0982,1.60092,0,1
84.28,-19.2277,1.5833,0,1
84.32,-19.3983,1.54651,0,1
84.36,-19.5683,1.52406,0,1
84.4,-19.7398,1.47372,0,1
84.44,-19.9359,1.39152,0,1
84.48,-20.0824,1.36005,0,1
84.52,-20.2016,1.34963,0,1
84.56,-20.2721,1.38649,0,1
84.6,-20.3064,1.38999,0,1
84.64,-20.3489,1.47979,0,1
84.68,-20.3361,1.59958,0,1
84.72,-20.3138,1.64308,0,1
84.76,-20.2715,1.67761,0,1
84.8,-20.2384,1.70101,0,1
84.84,-20.1992,1.72034,0,1
84.88,-20.1418,1.71034,0,1
84.92,-20.0434,1.68617,0,1
84.96,-19.8251,1.59948,0,1
85,-19.5342,1.57831,0,1
85.04,-19.191,1.52737,0,1
85.08,-18.7992,1.46317,0,1
85.12,-18.3588,1.32952,0,1
85.16,-17.9462,1.23802,0,1
85.2,-17.4639,1.15282,0,1
85.24,-16.9865,1.05453,0,1
85.28,-16.5118,1.04622,0,1
85.32,-16.0822,1.06516,0,1
85.36,-15.6379,1.11518,0,1
85.4,-15.2545,1.1834,0,1
85.44,-14.8966,1.2419,0,1
85.48,-14.5792,1.29132,0,1
85.52,-14.1522,1.31661,0,1
85.56,-13.9629,1.33812,0,1
85.6,-13.6646,1.38783,0,1
85.64,-13.3967,1.41979,0,1
85.68,-13.1263,1.43958,0,1
85.72,-12.9387,1.39504,0,1
85.76,-12.7886,1.35374,0,1
85.8,-12.6251,1.23592,0,1
85.84,-12.4828,1.11653,0,1
85.88,-12.3389,0.988172,0,1
85.92,-12.2085,0.596238,0,1
85.96,-12.182,0.424333,0,1
86,-12.1552,0.265369,0,1
86.04,-12.1351,0.129419,0,1
86.08,-12.0757,0.0245126,0,1
86.12,-12.0077,-0.0382171,0,1
86.16,-11.902,-0.099857,0,1
86.2,-11.7838,-0.133428,0,1
86.24,-11.6736,-0.167988,0,1
86.28,-11.5605,-0.196124,0,1
86.32,-11.4523,-0.205992,0,1
86.36,-11.3092,-0.210933,0,1
86.4,-11.1907,-0.222832,0,1
86.44,-11.0292,-0.213097,0,1
86.48,-10.8252,-0.188252,0,1
86.52,-10.5965,-0.155962,0,1
86.56,-10.3575,-0.133342,0,1
86.6,-10.2358,-0.117369,0,1
86.64,-9.99377,-0.0979732,0,1
86.68,-9.74813,-0.101205,0,1
86.72,-9.55548,-0.0891016,0,1
86.76,-9.36156,-0.0782963,0,1
86.8,-9.19081,-0.0641891,0,1
86.84,-9.05716,-0.044219,0,1
86.88,-8.84278,-0.0210101,0,1
86.92,-8.65878,0.0532728,0,1
86.96,-8.4561,0.376047,0,1
87,-8.22604,0.524974,0,1
87.04,-7.86829,0.599066,0,1
87.08,-7.62056,0.607336,0,1
87.12,-7.30424,0.293351,0,1
87.16,-7.01651,0.0954421,0,1
87.2,-6.73034,-0.132682,0,1
87.24,-6.31472,-0.302017,0,1
87.28,-5.98201,-0.543929,0,0
87.32,-5.58854,-0.622861,0,0
87.36,-5.23333,-0.683684,0,0
87.4,-4.78774,-0.807359,0,0
87.44,-4.04042,-0.930161,0,0
87.48,-3.31357,-0.851632,0,0
87.52,-2.77226,-0.477503,0,0
87.56,-2.44313,-0.344446,0,0
87.6,-1.60964,0.0704036,0,0
87.64,-0.758978,0.326163,0,0
87.68,0.167189,0.602558,0,0
87.72,1.20087,0.688929,0,0
87.76,2.32629,0.626242,0,0
87.8,3.42639,0.129034,0,1
87.84,4.31498,-0.175982,0,1
87.88,4.99561,-0.458798,0,1
87.92,5.53947,-0.68754,0,1
87.96,5.82024,-0.874519,0,1
88,6.06465,-0.985089,0,1
88.04,6.24449,-1.07136,0,1
88.08,6.38499,-1.09724,0,1
88.12,6.44454,-1.10217,0,1
88.16,6.43235,-1.02836,0,1
88.2,6.36922,-0.933366,0,1
88.24,6.31394,-0.906452,0,1
88.28,6.32328,-0.691311,0,1
88.32,6.24938,-0.530483,0,1
88.36,6.16991,-0.393779,0,1
88.4,6.12447,-0.224874,0,1
88.44,6.09076,-0.065186,0,1
88.48,6.1312,0.059116,0,1
88.52,6.23937,0.159585,0,1
88.56,6.53332,0.217601,0,1
88.6,6.66182,0.25307,0,1
88.64,7.01722,0.23442,0,1
88.68,7.47987,0.25348,0,1
88.72,7.99139,0.31414,0,1
88.76,8.58519,0.389787,0,1
88.8,9.27085,0.449605,0,1
88.84,9.99553,0.556469,0,1
88.88,10.6508,0.62513,0,1
88.92,11.2722,1.1086,0,1
88.96,12.4273,0.652075,0,1
89,13.4006,0.104082,0,1
89.04,14.6657,-0.217933,0,1
89.08,15.3996,-0.123626,0,1
89.12,16.3633,-0.222575,0,1
89.16,17.2749,-0.259331,0,1
89.2,18.1539,-0.272153,0,1
89.24,18.9621,-0.166088,0,1
89.28,19.6215,0.458632,0,1
89.32,19.992,0.804232,0,1
89.36,20.259,1.12899,0,1
89.4,20.4145,1.38897,0,1
89.44,20.6886,1.09311,0,1
89.48,20.7315,1.53622,0,1
89.52,20.861,1.58585,0,1
89.56,20.8912,1.63004,0,1
89.6,21.3593,1.70418,0,1
89.64,21.5732,1.67028,0,1
89.68,21.9873,1.63092,0,1
89.72,22.5955,1.58517,0,1
89.76,23.3427,1.42559,0,1
89.8,24.1254,0.702556,0,1
89.84,25.0194,-0.0669575,0,1
89.88,25.9227,-0.539456,0,1
89.92,26.8357,-0.684932,0,1
89.96,27.8604,-0.873175,0,1
90,28.7321,-1.01069,0,1
90.04,29.7737,-0.889914,0,1
90.08,30.613,-0.856658,0,1
90.12,31.3464,-0.750268,0,1
90.16,31.7077,-0.195772,0,1
90.2,32.1451,0.0613221,0,1
90.24,32.733,-0.0210788,0,1
90.28,32.9861,0.0637833,0,1
90.32,33.1833,0.130932,0,1
90.36,33.2174,0.162796,0,1
90.4,33.1859,0.215284,0,1
90.44,32.9432,0.540673,0,1
90.48,32.8988,0.673189,0,1
90.52,32.9377,0.793384,0,1
90.56,33.0451,0.866522,0,1
90.6,33.0762,0.916359,0,1
90.64,33.2231,0.915266,0,1
90.68,33.4131,0.491894,0,1
90.72,33.4982,0.0337351,0,1
90.76,33.4324,-0.487134,0,1
90.8,33.2658,-0.750318,0,1
90.84,33.2969,-0.661407,0,1
90.88,33.1939,-0.681211,0,1
90.92,32.951,-0.638742,0,1
90.96,32.839,-0.54007,0,1
91,32.7396,-0.463672,0,1
91.04,32.614,-0.512288,0,1
91.08,32.3713,-0.503589,0,1
91.12,32.1286,-0.547027,0,1
91.16,31.9075,-0.643779,0,1
91.2,31.4341,-0.686935,0,1
91.24,31.2125,-0.718909,0,1
91.28,31.0734,-0.710034,0,1
91.32,30.9687,-0.731099,0,1
91.36,30.9143,-0.733852,0,1
91.4,30.8673,-0.759933,0,1
91.44,30.8449,-0.822037,0,1
91.48,31.2618,-0.657017,0,1
91.52,31.4391,-0.600544,0,1
91.56,31.5812,-0.556375,0,1
91.6,31.7575,-0.497765,0,1
91.64,31.9293,-0.40777,0,1
91.68,32.0293,-0.372574,0,1
91.72,32.0347,-0.375047,0,1
91.76,31.9989,-0.428337,0,1
91.8,31.9671,-0.455101,0,1
91.84,31.8899,-0.502434,0,1
91.88,31.6826,-0.567807,0,1
91.92,31.7156,-0.580073,0,1
91.96,31.7397,-0.570813,0,1
92,31.6954,-0.590272,0,1
92.04,31.9285,-0.527721,0,1
92.08,32.1784,-0.412569,0,1
92.12,32.5946,-0.252599,0,1
92.16,32.9871,-0.146923,0,1
92.2,33.3587,-0.0594602,0,1
92.24,33.6669,-0.0280608,0,1
92.28,33.8756,-0.0293974,0,1
92.32,33.8565,-0.125572,0,1
92.36,33.8071,-0.209961,0,1
92.4,33.6914,-0.28138,0,1
92.44,33.4649,-0.386341,0,1
92.48,33.1251,-0.496259,0,1
92.52,32.6847,-0.632079,0,1
92.56,32.3054,-0.712227,0,1
92.6,32.0784,-0.760968,0,1
92.64,31.7909,-0.789176,0,1
92.68,31.4878,-0.7887,0,1
92.72,31.1182,-0.744137,0,1
92.76,30.6456,-0.735245,0,1
92.8,30.1181,-0.705383,0,1
92.84,29.6572,-0.639128,0,1
92.88,29.3143,-0.582974,0,1
92.92,28.9789,-0.516755,0,1
92.96,28.7545,-0.45938,0,1
93,28.5767,-0.419427,0,1
93.04,28.4595,-0.388664,0,1
93.08,28.3825,-0.309818,0,1
93.12,28.2811,-0.275114,0,1
93.16,28.2059,-0.251031,0,1
93.2,28.105,-0.20864,0,1
93.24,27.9143,-0.226716,0,1
93.28,27.7355,-0.134306,0,1
93.32,27.5101,-0.0501643,0,1
93.36,27.1652,0.0122018,0,1
93.4,26.8199,0.0462093,0,1
93.44,26.3982,0.0961994,0,1
93.48,25.9104,0.158286,0,1
93.52,25.2743,0.277042,0,1
93.56,24.9652,0.325297,0,1
93.6,24.4099,0.393673,0,1
93.64,23.9035,0.471697,0,1
93.68,23.2979,0.51827,0,1
93.72,22.8397,0.597826,0,1
93.76,22.4522,0.567725,0,1
93.8,22.0133,0.431587,0,1
93.84,21.5309,0.308913,0,1
93.88,20.9139,0.214672,0,1
93.92,20.2406,0.181303,0,1
93.96,19.4964,0.201389,0,1
94,18.5728,0.313558,0,1
94.04,17.7193,0.39039,0,1
94.08,17.19,0.373755,0,1
94.12,16.2024,0.980573,0,1
94.16,15.4205,0.662666,0,1
94.2,14.8098,0.177598,0,1
94.24,14.2198,-0.104334,0,1
94.28,13.5992,-0.410002,0,1
94.32,13.1182,-0.668587,0,1
94.36,12.6949,-0.870714,0,1
94.4,12.3898,-0.701663,0,1
94.44,12.1479,-0.626004,0,1
94.48,11.9774,-0.482609,0,1
94.52,11.8974,-0.309393,0,1
94.56,11.8598,-0.162951,0,1
94.6,11.858,-0.0595245,0,1
94.64,11.936,0.0415087,0,1
94.68,11.9919,0.13762,0,1
94.72,12.0433,0.26405,0,1
94.76,11.9845,0.535169,0,1
94.8,11.9961,0.647047,0,1
94.84,11.984,0.744983,0,1
94.88,11.9754,0.870033,0,1
94.92,11.9425,0.950913,0,1
94.96,11.8524,1.01929,0,1
95,11.7758,1.07567,0,1
95.04,11.6477,1.08836,0,1
95.08,11.5037,1.11084,0,1
95.12,11.3766,1.1293,0,1
95.16,11.3502,1.63522,0,1
95.2,11.278,1.82611,0,1
95.24,11.2216,1.93033,0,1
95.28,11.0858,1.51576,0,1
95.32,11.08,1.33801,0,1
95.36,10.9993,1.03099,0,1
95.4,10.9946,0.792229,0,1
95.44,11.0699,0.423382,0,1
95.48,11.0891,0.19786,0,1
95.52,11.1035,0.127216,0,1
95.56,11.1211,0.052336,0,1
95.6,11.1286,0.0198088,0,1
95.64,11.1287,-0.0770335,0,1
95.68,11.1765,-0.167431,0,1
95.72,11.2014,-0.241764,0,1
95.76,11.31,-0.31326,0,1
95.8,11.4005,-0.350137,0,1
95.84,11.3715,-0.414571,0,1
95.88,11.4329,-0.472225,0,1
95.92,11.5882,-0.549822,0,1
95.96,11.6622,-0.575403,0,1
96,11.7175,-0.5327,0,1
96.04,11.6807,-0.36538,0,1
96.08,11.5923,-0.238122,0,1
96.12,11.4978,-0.176112,0,1
96.16,11.3944,-0.0644283,0,1
96.2,11.2584,-0.0476391,0,1
96.24,11.0148,0.102616,0,1
96.28,10.9826,-0.0286202,0,1
96.32,11.08,-0.136923,0,1
96.36,11.1187,-0.268884,0,1
96.4,11.1613,-0.464428,0,1
96.44,11.3207,-0.601326,0,1
96.48,11.3899,-0.752785,0,1
96.52,11.54,-0.907472,0,1
96.56,11.6143,-0.97981,0,1
96.6,11.6669,-1.02939,0,1
96.64,11.7108,-1.02356,0,1
96.68,11.7186,-1.02601,0,1
96.72,11.6388,-0.96223,0,1
96.76,11.5436,-0.878988,0,1
96.8,11.4397,-0.725195,0,1
96.84,11.3453,-0.660054,0,1
96.88,11.1417,-0.520372,0,1
96.92,10.9262,-0.312804,0,1
96.96,10.7196,-0.148546,0,1
97,10.476,-0.0823869,0,1
97.04,10.259,-0.0679167,0,1
97.08,10.0687,-0.110002,0,1
97.12,9.93301,-0.224027,0,1
97.16,9.87115,-0.415186,0,1
97.2,9.68507,-0.570273,0,1
97.24,9.59951,-0.885201,0,1
97.28,9.60019,-1.16019,0,1
97.32,9.51024,-1.3295,0,1
97.36,9.37467,-1.42904,0,1
97.4,9.21301,-1.47518,0,1
97.44,8.98598,-1.43936,0,1
97.48,8.64131,-1.30899,0,1
97.52,8.32999,-1.14067,0,1
97.56,8.15388,-1.04003,0,1
97.6,7.79402,-0.875556,0,1
97.64,7.40254,-0.73925,0,1
97.68,7.0329,-0.627532,0,1
97.72,6.67693,-0.50567,0,1
97.76,6.24035,-0.422564,0,1
97.8,5.79867,-0.347379,0,1
97.84,5.47741,-0.301661,0,1
97.88,5.14739,-0.30571,0,1
97.92,4.8914,-0.2672,0,1
97.96,4.67961,-0.24252,0,1
98,4.55054,-0.241995,0,1
98.04,4.5119,-0.275867,0,1
98.08,4.51283,-0.30432,0,1
98.12,4.513,-0.32827,0,1
98.16,4.53596,-0.319897,0,1
